Shipment_ID,Customer_ID,Order_Date,Delivery_Date,Origin_Zone,Destination_Zone,Package_Type,Shipping_Mode,Shipping_Cost,Delivery_Status,Delivery_Days,Delivery_Performance
SHP01782,CUST0191,2024-09-22,2024-09-26,West,Central,Parcel,Express,585,Delivered,4,Not On Time
SHP01012,CUST0253,2024-09-24,2024-09-25,West,West,Fragile,Standard,98,Delivered,1,On Time
SHP00575,CUST0469,2024-09-24,2024-09-26,North,North,Parcel,Express,542,Delivered,2,On Time
SHP00318,CUST0416,2024-09-25,2024-09-30,Central,West,Parcel,Express,153,Failed,5,Not On Time
SHP00059,CUST0471,2024-09-26,2024-09-30,South,South,Parcel,Standard,413,Delivered,4,Not On Time
SHP01482,CUST0161,2024-09-26,2024-10-01,North,South,Fragile,Standard,433,Delivered,5,Not On Time
SHP00770,CUST0256,2024-09-26,2024-10-02,Central,North,Fragile,Standard,439,Delivered,6,Not On Time
SHP01130,CUST0323,2024-09-28,2024-10-03,Central,Central,Document,Standard,431,Delayed,5,Not On Time
SHP01963,CUST0128,2024-09-29,2024-10-03,West,East,Electronics,Same Day,493,Delivered,4,Not On Time
SHP01344,CUST0018,2024-09-30,2024-10-02,South,Central,Parcel,Standard,446,Delivered,2,On Time
SHP01060,CUST0281,2024-10-01,2024-10-04,North,West,Parcel,Standard,209,Delayed,3,Not On Time
SHP01515,CUST0490,2024-10-02,2024-10-05,Central,South,Parcel,Standard,112,Delivered,3,On Time
SHP00706,CUST0223,2024-10-03,2024-10-05,South,Central,Parcel,Standard,481,Delivered,2,On Time
SHP01922,CUST0054,2024-10-03,2024-10-08,East,Central,Parcel,Same Day,774,Delivered,5,Not On Time
SHP00015,CUST0058,2024-10-03,2024-10-05,South,Central,Electronics,Standard,118,Delayed,2,Not On Time
SHP01257,CUST0323,2024-10-04,2024-10-07,Central,North,Parcel,Standard,221,Delayed,3,Not On Time
SHP00410,CUST0360,2024-10-05,2024-10-10,South,West,Fragile,Standard,322,Delivered,5,Not On Time
SHP00160,CUST0174,2024-10-06,2024-10-10,West,East,Parcel,Standard,144,Delayed,4,Not On Time
SHP00249,CUST0280,2024-10-06,2024-10-11,East,Central,Fragile,Standard,360,Delivered,5,Not On Time
SHP00625,CUST0114,2024-10-07,2024-10-13,East,East,Document,Express,566,Delivered,6,Not On Time
SHP01502,CUST0288,2024-10-08,2024-10-13,North,South,Document,Standard,157,Delivered,5,Not On Time
SHP02000,CUST0431,2024-10-09,2024-10-11,West,South,Parcel,Standard,473,Delivered,2,On Time
SHP00233,CUST0342,2024-10-10,2024-10-13,North,North,Electronics,Express,545,Delivered,3,On Time
SHP01274,CUST0151,2024-10-11,2024-10-13,West,East,Parcel,Express,343,Delivered,2,On Time
SHP00889,CUST0450,2024-10-11,2024-10-15,Central,East,Parcel,Standard,258,Delivered,4,Not On Time
SHP00912,CUST0127,2024-10-11,2024-10-12,East,South,Fragile,Express,497,Delivered,1,On Time
SHP00379,CUST0155,2024-10-11,2024-10-14,East,South,Parcel,Standard,381,Delivered,3,On Time
SHP00914,CUST0490,2024-10-12,2024-10-15,West,West,Electronics,Standard,376,Delivered,3,On Time
SHP01739,CUST0386,2024-10-12,2024-10-15,Central,West,Fragile,Standard,432,Delivered,3,On Time
SHP01719,CUST0474,2024-10-13,2024-10-19,South,South,Parcel,Standard,216,Delivered,6,Not On Time
SHP01479,CUST0273,2024-10-13,2024-10-15,East,North,Fragile,Same Day,671,Delivered,2,On Time
SHP01816,CUST0104,2024-10-13,2024-10-18,North,Central,Parcel,Same Day,772,Delivered,5,Not On Time
SHP01687,CUST0417,2024-10-14,2024-10-16,North,West,Parcel,Express,132,Delivered,2,On Time
SHP01411,CUST0393,2024-10-14,2024-10-17,North,South,Parcel,Standard,448,Delivered,3,On Time
SHP00810,CUST0299,2024-10-15,2024-10-18,North,Central,Electronics,Standard,457,Delivered,3,On Time
SHP00083,CUST0246,2024-10-15,2024-10-20,Central,South,Electronics,Standard,247,Delivered,5,Not On Time
SHP01575,CUST0176,2024-10-17,2024-10-20,South,West,Parcel,Express,650,Delivered,3,On Time
SHP01621,CUST0039,2024-10-17,2024-10-23,East,West,Parcel,Express,333,Delivered,6,Not On Time
SHP01461,CUST0477,2024-10-19,2024-10-23,South,West,Electronics,Standard,497,Delivered,4,Not On Time
SHP01142,CUST0170,2024-10-19,2024-10-21,West,South,Parcel,Express,342,Delivered,2,On Time
SHP00159,CUST0247,2024-10-20,2024-10-21,Central,North,Parcel,Standard,220,Delivered,1,On Time
SHP01238,CUST0026,2024-10-21,2024-10-28,East,Central,Fragile,Same Day,882,Delayed,7,Not On Time
SHP01444,CUST0355,2024-10-21,2024-10-23,Central,East,Parcel,Standard,252,Delivered,2,On Time
SHP01047,CUST0306,2024-10-22,2024-10-25,South,South,Document,Standard,338,Delayed,3,Not On Time
SHP00782,CUST0409,2024-10-22,2024-10-26,East,South,Parcel,Standard,123,Delivered,4,Not On Time
SHP00063,CUST0408,2024-10-22,2024-10-23,East,West,Document,Express,668,Delivered,1,On Time
SHP01635,CUST0013,2024-10-24,2024-10-28,South,West,Parcel,Standard,140,Delivered,4,Not On Time
SHP01477,CUST0316,2024-10-27,2024-10-29,North,East,Parcel,Express,146,Delivered,2,On Time
SHP00837,CUST0391,2024-10-28,2024-10-30,North,South,Electronics,Standard,213,Delivered,2,On Time
SHP00251,CUST0313,2024-10-28,2024-11-01,East,North,Parcel,Express,452,Delivered,4,Not On Time
SHP01983,CUST0036,2024-10-28,2024-11-01,Central,North,Fragile,Standard,470,Delivered,4,Not On Time
SHP01685,CUST0173,2024-10-28,2024-10-30,West,West,Parcel,Standard,212,Delivered,2,On Time
SHP01539,CUST0020,2024-10-29,2024-11-01,Central,West,Document,Standard,386,Delivered,3,On Time
SHP00659,CUST0321,2024-10-29,2024-11-05,West,East,Document,Standard,269,Delivered,7,Not On Time
SHP01303,CUST0264,2024-10-29,2024-10-30,North,West,Document,Standard,228,Delivered,1,On Time
SHP01591,CUST0494,2024-10-30,2024-11-02,East,North,Electronics,Express,480,Delayed,3,Not On Time
SHP01494,CUST0400,2024-10-31,2024-11-03,West,Central,Fragile,Express,238,Cancelled,3,Not On Time
SHP01573,CUST0142,2024-10-31,2024-11-03,South,South,Electronics,Express,659,Delayed,3,Not On Time
SHP00297,CUST0460,2024-10-31,2024-11-01,East,West,Document,Express,125,Delivered,1,On Time
SHP01271,CUST0371,2024-11-01,2024-11-04,East,East,Document,Standard,132,Delivered,3,On Time
SHP01412,CUST0471,2024-11-02,2024-11-07,East,East,Document,Express,596,Delivered,5,Not On Time
SHP01873,CUST0143,2024-11-03,2024-11-09,Central,West,Document,Same Day,889,Delivered,6,Not On Time
SHP01526,CUST0092,2024-11-03,2024-11-07,West,North,Document,Standard,121,Failed,4,Not On Time
SHP01409,CUST0354,2024-11-04,2024-11-06,North,North,Parcel,Express,326,Failed,2,Not On Time
SHP01115,CUST0322,2024-11-06,2024-11-09,South,Central,Fragile,Standard,317,Delivered,3,On Time
SHP01536,CUST0288,2024-11-06,2024-11-10,South,East,Electronics,Standard,496,Delivered,4,Not On Time
SHP01760,CUST0215,2024-11-06,2024-11-08,South,South,Parcel,Express,573,Delivered,2,On Time
SHP01721,CUST0447,2024-11-06,2024-11-11,West,Central,Parcel,Standard,483,Delivered,5,Not On Time
SHP01416,CUST0342,2024-11-07,2024-11-10,East,Central,Parcel,Express,402,Delivered,3,On Time
SHP01633,CUST0051,2024-11-07,2024-11-09,West,West,Electronics,Standard,491,Delivered,2,On Time
SHP00869,CUST0153,2024-11-08,2024-11-11,West,East,Parcel,Standard,455,Delayed,3,Not On Time
SHP01489,CUST0186,2024-11-08,2024-11-11,North,South,Fragile,Standard,223,Delivered,3,On Time
SHP00935,CUST0063,2024-11-08,2024-11-14,South,South,Document,Standard,130,Delivered,6,Not On Time
SHP00295,CUST0190,2024-11-09,2024-11-14,South,Central,Fragile,Express,230,Delivered,5,Not On Time
SHP00703,CUST0125,2024-11-10,2024-11-13,East,South,Electronics,Express,266,Delivered,3,On Time
SHP00038,CUST0150,2024-11-11,2024-11-15,East,Central,Parcel,Standard,455,Delivered,4,Not On Time
SHP01379,CUST0314,2024-11-12,2024-11-15,North,Central,Parcel,Express,311,Delayed,3,Not On Time
SHP01126,CUST0058,2024-11-13,2024-11-18,West,North,Parcel,Standard,330,Delivered,5,Not On Time
SHP01465,CUST0342,2024-11-13,2024-11-15,North,North,Fragile,Standard,217,Delayed,2,Not On Time
SHP01206,CUST0305,2024-11-13,2024-11-15,West,Central,Electronics,Standard,276,Delivered,2,On Time
SHP00762,CUST0180,2024-11-13,2024-11-17,North,West,Document,Express,140,Delivered,4,Not On Time
SHP00138,CUST0170,2024-11-13,2024-11-15,North,East,Fragile,Standard,358,Delayed,2,Not On Time
SHP00746,CUST0326,2024-11-15,2024-11-20,Central,West,Document,Express,379,Delivered,5,Not On Time
SHP00757,CUST0271,2024-11-16,2024-11-17,North,West,Document,Express,235,Delivered,1,On Time
SHP00283,CUST0054,2024-11-16,2024-11-17,Central,East,Electronics,Standard,217,Failed,1,Not On Time
SHP01738,CUST0491,2024-11-16,2024-11-19,North,East,Parcel,Standard,480,Failed,3,Not On Time
SHP00822,CUST0444,2024-11-19,2024-11-21,South,South,Parcel,Express,239,Cancelled,2,Not On Time
SHP01611,CUST0101,2024-11-19,2024-11-22,Central,West,Document,Same Day,342,Delivered,3,On Time
SHP01140,CUST0481,2024-11-19,2024-11-21,West,West,Parcel,Same Day,686,Delivered,2,On Time
SHP00735,CUST0264,2024-11-21,2024-11-23,North,North,Electronics,Standard,405,Delivered,2,On Time
SHP00904,CUST0053,2024-11-22,2024-11-25,North,East,Document,Standard,259,Cancelled,3,Not On Time
SHP00938,CUST0060,2024-11-23,2024-11-28,West,South,Electronics,Standard,208,Delivered,5,Not On Time
SHP01585,CUST0492,2024-11-23,2024-11-29,East,West,Document,Standard,147,Delivered,6,Not On Time
SHP01196,CUST0108,2024-11-23,2024-11-26,South,East,Document,Standard,240,Delivered,3,On Time
SHP00758,CUST0005,2024-11-24,2024-11-25,West,Central,Parcel,Express,358,Delivered,1,On Time
SHP01939,CUST0103,2024-11-24,2024-11-25,Central,Central,Fragile,Standard,417,Cancelled,1,Not On Time
SHP01182,CUST0196,2024-11-24,2024-11-28,South,North,Document,Standard,309,Delivered,4,Not On Time
SHP01065,CUST0262,2024-11-25,2024-11-26,South,West,Document,Express,316,Delivered,1,On Time
SHP00956,CUST0365,2024-11-25,2024-11-28,East,North,Parcel,Express,174,Delivered,3,On Time
SHP00006,CUST0480,2024-11-26,2024-11-30,North,East,Parcel,Standard,140,Delayed,4,Not On Time
SHP00764,CUST0372,2024-11-29,2024-12-01,Central,East,Parcel,Same Day,373,Failed,2,Not On Time
SHP01498,CUST0350,2024-11-29,2024-12-04,South,East,Parcel,Standard,348,Delivered,5,Not On Time
SHP01458,CUST0047,2024-11-29,2024-12-03,West,North,Parcel,Express,447,Delivered,4,Not On Time
SHP01442,CUST0355,2024-11-30,2024-12-02,East,Central,Fragile,Express,377,Delivered,2,On Time
SHP01254,CUST0311,2024-11-30,2024-12-03,Central,South,Fragile,Standard,193,Delivered,3,On Time
SHP01083,CUST0424,2024-11-30,2024-12-01,South,North,Document,Standard,397,Cancelled,1,Not On Time
SHP00368,CUST0308,2024-12-01,2024-12-04,Central,South,Parcel,Express,427,Delivered,3,On Time
SHP01606,CUST0144,2024-12-01,2024-12-05,West,South,Parcel,Standard,156,Delivered,4,Not On Time
SHP01789,CUST0269,2024-12-01,2024-12-05,West,Central,Fragile,Express,561,Delayed,4,Not On Time
SHP01213,CUST0370,2024-12-01,2024-12-05,Central,North,Parcel,Standard,83,Delayed,4,Not On Time
SHP00653,CUST0124,2024-12-02,2024-12-05,South,South,Parcel,Same Day,778,Delivered,3,On Time
SHP01863,CUST0106,2024-12-03,2024-12-09,South,West,Parcel,Express,549,Delivered,6,Not On Time
SHP00065,CUST0158,2024-12-03,2024-12-06,North,North,Fragile,Standard,129,Delivered,3,On Time
SHP00178,CUST0147,2024-12-03,2024-12-06,North,East,Fragile,Express,522,Delivered,3,On Time
SHP00210,CUST0145,2024-12-03,2024-12-06,South,East,Fragile,Express,323,Delivered,3,On Time
SHP01345,CUST0120,2024-12-03,2024-12-06,South,East,Document,Same Day,731,Delivered,3,On Time
SHP01068,CUST0319,2024-12-04,2024-12-06,South,Central,Document,Express,297,Delivered,2,On Time
SHP00457,CUST0275,2024-12-04,2024-12-08,South,East,Electronics,Standard,425,Delivered,4,Not On Time
SHP01135,CUST0092,2024-12-05,2024-12-10,South,West,Parcel,Express,178,Delayed,5,Not On Time
SHP01754,CUST0058,2024-12-06,2024-12-09,West,South,Document,Standard,465,Delivered,3,On Time
SHP00355,CUST0439,2024-12-06,2024-12-09,East,East,Parcel,Same Day,671,Delivered,3,On Time
SHP01764,CUST0346,2024-12-07,2024-12-09,North,Central,Fragile,Express,476,Delivered,2,On Time
SHP01006,CUST0229,2024-12-07,2024-12-12,East,Central,Fragile,Standard,369,Delivered,5,Not On Time
SHP01711,CUST0474,2024-12-07,2024-12-11,South,Central,Parcel,Express,346,Delivered,4,Not On Time
SHP00900,CUST0117,2024-12-07,2024-12-14,East,North,Parcel,Standard,402,Cancelled,7,Not On Time
SHP01596,CUST0318,2024-12-08,2024-12-09,East,East,Document,Standard,138,Delivered,1,On Time
SHP00011,CUST0279,2024-12-09,2024-12-10,North,West,Electronics,Standard,162,Delivered,1,On Time
SHP01543,CUST0127,2024-12-10,2024-12-15,South,Central,Electronics,Express,207,Delivered,5,Not On Time
SHP01819,CUST0393,2024-12-10,2024-12-12,East,South,Fragile,Express,223,Delivered,2,On Time
SHP00640,CUST0396,2024-12-11,2024-12-13,East,East,Document,Standard,465,Cancelled,2,Not On Time
SHP00185,CUST0129,2024-12-11,2024-12-13,Central,East,Parcel,Standard,469,Delayed,2,Not On Time
SHP00836,CUST0058,2024-12-11,2024-12-13,East,East,Document,Standard,200,Delivered,2,On Time
SHP00879,CUST0122,2024-12-12,2024-12-15,South,South,Parcel,Express,389,Delivered,3,On Time
SHP01734,CUST0001,2024-12-13,2024-12-18,Central,Central,Document,Standard,492,Delayed,5,Not On Time
SHP00478,CUST0239,2024-12-13,2024-12-18,North,West,Parcel,Express,539,Delivered,5,Not On Time
SHP01207,CUST0290,2024-12-14,2024-12-15,South,West,Fragile,Standard,311,Delivered,1,On Time
SHP01321,CUST0096,2024-12-14,2024-12-16,West,Central,Parcel,Express,528,Delivered,2,On Time
SHP00649,CUST0126,2024-12-15,2024-12-16,South,North,Parcel,Standard,215,Delivered,1,On Time
SHP01628,CUST0118,2024-12-15,2024-12-19,East,West,Parcel,Express,297,Delivered,4,Not On Time
SHP00710,CUST0048,2024-12-15,2024-12-19,West,West,Parcel,Express,475,Delivered,4,Not On Time
SHP01932,CUST0089,2024-12-15,2024-12-17,East,Central,Parcel,Standard,147,Delayed,2,Not On Time
SHP01958,CUST0488,2024-12-16,2024-12-22,North,North,Parcel,Standard,242,Cancelled,6,Not On Time
SHP01215,CUST0237,2024-12-18,2024-12-20,West,East,Parcel,Express,438,Delivered,2,On Time
SHP01424,CUST0373,2024-12-18,2024-12-22,East,South,Parcel,Standard,126,Delivered,4,Not On Time
SHP01692,CUST0385,2024-12-18,2024-12-22,South,Central,Parcel,Same Day,704,Delivered,4,Not On Time
SHP01715,CUST0272,2024-12-19,2024-12-20,South,South,Electronics,Express,319,Delivered,1,On Time
SHP00848,CUST0189,2024-12-21,2024-12-26,North,North,Fragile,Express,232,Delivered,5,Not On Time
SHP01236,CUST0487,2024-12-21,2024-12-24,North,Central,Document,Express,157,Delivered,3,On Time
SHP01221,CUST0192,2024-12-21,2024-12-27,South,West,Electronics,Standard,385,Delayed,6,Not On Time
SHP00357,CUST0447,2024-12-22,2024-12-27,West,West,Parcel,Express,217,Delayed,5,Not On Time
SHP00502,CUST0069,2024-12-23,2024-12-25,East,East,Document,Standard,344,Delivered,2,On Time
SHP01241,CUST0278,2024-12-25,2024-12-29,South,North,Parcel,Express,552,Delivered,4,Not On Time
SHP01937,CUST0349,2024-12-25,2024-12-27,West,West,Parcel,Standard,392,Delivered,2,On Time
SHP00623,CUST0247,2024-12-25,2024-12-28,Central,South,Parcel,Standard,330,Delivered,3,On Time
SHP01549,CUST0451,2024-12-26,2024-12-27,Central,West,Parcel,Standard,225,Delayed,1,Not On Time
SHP01753,CUST0076,2024-12-26,2024-12-29,Central,North,Fragile,Standard,344,Delivered,3,On Time
SHP01219,CUST0154,2024-12-28,2025-01-03,North,West,Parcel,Standard,362,Delivered,6,Not On Time
SHP00676,CUST0144,2024-12-28,2025-01-01,South,East,Document,Express,438,Delivered,4,Not On Time
SHP01234,CUST0435,2024-12-28,2025-01-02,Central,East,Document,Express,181,Delivered,5,Not On Time
SHP00838,CUST0485,2024-12-28,2024-12-31,North,North,Parcel,Standard,385,Delayed,3,Not On Time
SHP01106,CUST0086,2024-12-29,2025-01-02,South,North,Document,Same Day,376,Delivered,4,Not On Time
SHP01598,CUST0185,2024-12-29,2025-01-01,West,Central,Document,Standard,129,Delivered,3,On Time
SHP01737,CUST0285,2024-12-29,2025-01-04,East,Central,Parcel,Standard,444,Delivered,6,Not On Time
SHP01041,CUST0462,2024-12-30,2025-01-04,West,South,Document,Standard,87,Failed,5,Not On Time
SHP01246,CUST0220,2024-12-30,2024-12-31,North,East,Electronics,Express,325,Delivered,1,On Time
SHP00667,CUST0069,2024-12-30,2024-12-31,West,North,Parcel,Express,388,Delivered,1,On Time
SHP01924,CUST0047,2024-12-31,2025-01-04,North,East,Parcel,Same Day,394,Delayed,4,Not On Time
SHP01936,CUST0497,2025-01-02,2025-01-06,East,Central,Document,Standard,476,Delivered,4,Not On Time
SHP01951,CUST0094,2025-01-04,2025-01-08,West,East,Fragile,Standard,483,Delivered,4,Not On Time
SHP00319,CUST0238,2025-01-04,2025-01-05,West,East,Parcel,Same Day,158,Delayed,1,Not On Time
SHP00864,CUST0446,2025-01-05,2025-01-12,Central,East,Parcel,Standard,239,Cancelled,7,Not On Time
SHP01092,CUST0500,2025-01-06,2025-01-08,South,South,Fragile,Express,358,Delivered,2,On Time
SHP00505,CUST0453,2025-01-07,2025-01-08,South,South,Fragile,Express,615,Delivered,1,On Time
SHP01618,CUST0204,2025-01-07,2025-01-11,South,West,Fragile,Standard,413,Delayed,4,Not On Time
SHP01070,CUST0400,2025-01-08,2025-01-11,North,West,Fragile,Standard,102,Delivered,3,On Time
SHP00534,CUST0218,2025-01-08,2025-01-09,East,West,Electronics,Standard,107,Delayed,1,Not On Time
SHP01955,CUST0474,2025-01-08,2025-01-10,South,North,Electronics,Express,196,Failed,2,Not On Time
SHP01529,CUST0432,2025-01-09,2025-01-14,West,West,Parcel,Standard,112,Delivered,5,Not On Time
SHP01460,CUST0341,2025-01-09,2025-01-11,West,South,Fragile,Standard,218,Delivered,2,On Time
SHP00765,CUST0039,2025-01-10,2025-01-15,Central,Central,Fragile,Standard,274,Delivered,5,Not On Time
SHP01139,CUST0100,2025-01-10,2025-01-12,West,East,Parcel,Express,409,Delivered,2,On Time
SHP01131,CUST0289,2025-01-11,2025-01-14,Central,East,Fragile,Standard,137,Delivered,3,On Time
SHP01324,CUST0254,2025-01-12,2025-01-15,Central,Central,Parcel,Same Day,652,Delayed,3,Not On Time
SHP01947,CUST0222,2025-01-12,2025-01-17,Central,North,Parcel,Standard,437,Delivered,5,Not On Time
SHP01647,CUST0357,2025-01-12,2025-01-15,East,North,Parcel,Express,556,Delivered,3,On Time
SHP00084,CUST0023,2025-01-13,2025-01-17,Central,East,Parcel,Standard,447,Delivered,4,Not On Time
SHP00072,CUST0250,2025-01-14,2025-01-18,West,West,Document,Same Day,743,Delivered,4,Not On Time
SHP00375,CUST0010,2025-01-14,2025-01-17,West,West,Parcel,Express,529,Delayed,3,Not On Time
SHP01466,CUST0246,2025-01-15,2025-01-17,West,South,Parcel,Standard,383,Delivered,2,On Time
SHP01792,CUST0325,2025-01-15,2025-01-16,North,East,Parcel,Same Day,889,Delivered,1,On Time
SHP01278,CUST0100,2025-01-15,2025-01-16,South,South,Fragile,Express,204,Delayed,1,Not On Time
SHP01709,CUST0290,2025-01-15,2025-01-19,North,South,Fragile,Express,365,Delivered,4,Not On Time
SHP01821,CUST0180,2025-01-16,2025-01-19,South,East,Parcel,Express,682,Delivered,3,On Time
SHP01388,CUST0223,2025-01-17,2025-01-18,West,South,Electronics,Standard,80,Delivered,1,On Time
SHP01525,CUST0394,2025-01-18,2025-01-21,East,South,Parcel,Standard,168,Delayed,3,Not On Time
SHP00150,CUST0250,2025-01-19,2025-01-22,East,Central,Fragile,Express,426,Delivered,3,On Time
SHP00546,CUST0147,2025-01-19,2025-01-20,North,North,Parcel,Standard,454,Delivered,1,On Time
SHP01851,CUST0442,2025-01-20,2025-01-27,North,West,Document,Express,199,Delayed,7,Not On Time
SHP00013,CUST0096,2025-01-20,2025-01-25,North,North,Parcel,Standard,446,Delayed,5,Not On Time
SHP00876,CUST0257,2025-01-20,2025-01-22,North,South,Parcel,Standard,443,Delivered,2,On Time
SHP01338,CUST0325,2025-01-20,2025-01-23,North,North,Parcel,Express,648,Delivered,3,On Time
SHP01320,CUST0493,2025-01-21,2025-01-26,West,South,Parcel,Standard,128,Delivered,5,Not On Time
SHP00477,CUST0004,2025-01-21,2025-01-24,West,North,Fragile,Express,249,Delayed,3,Not On Time
SHP00036,CUST0016,2025-01-22,2025-01-26,South,South,Fragile,Standard,492,Delivered,4,Not On Time
SHP01136,CUST0280,2025-01-23,2025-01-30,North,South,Document,Standard,380,Cancelled,7,Not On Time
SHP00578,CUST0336,2025-01-23,2025-01-25,North,Central,Parcel,Express,517,Delivered,2,On Time
SHP00523,CUST0247,2025-01-24,2025-01-27,North,South,Document,Express,280,Delayed,3,Not On Time
SHP01809,CUST0258,2025-01-24,2025-01-26,West,South,Parcel,Standard,285,Failed,2,Not On Time
SHP01082,CUST0497,2025-01-25,2025-01-27,North,West,Parcel,Express,269,Delivered,2,On Time
SHP00799,CUST0476,2025-01-25,2025-01-29,Central,South,Fragile,Standard,107,Delivered,4,Not On Time
SHP00081,CUST0384,2025-01-26,2025-01-28,North,South,Document,Express,113,Delivered,2,On Time
SHP01889,CUST0160,2025-01-27,2025-02-01,Central,South,Electronics,Standard,119,Delivered,5,Not On Time
SHP00110,CUST0475,2025-01-27,2025-01-30,South,South,Fragile,Standard,359,Delayed,3,Not On Time
SHP01340,CUST0340,2025-01-29,2025-01-31,Central,South,Fragile,Standard,137,Delivered,2,On Time
SHP01871,CUST0152,2025-01-29,2025-01-31,North,West,Parcel,Standard,283,Delivered,2,On Time
SHP00970,CUST0396,2025-01-30,2025-02-02,South,West,Parcel,Standard,441,Delivered,3,On Time
SHP00839,CUST0178,2025-01-30,2025-02-01,Central,West,Fragile,Express,402,Delivered,2,On Time
SHP00432,CUST0163,2025-01-30,2025-02-01,Central,North,Parcel,Express,325,Delivered,2,On Time
SHP00421,CUST0380,2025-01-30,2025-02-02,East,Central,Fragile,Standard,393,Delivered,3,On Time
SHP00417,CUST0033,2025-01-31,2025-02-03,Central,Central,Parcel,Standard,463,Delivered,3,On Time
SHP01291,CUST0417,2025-01-31,2025-02-03,South,West,Electronics,Standard,258,Delivered,3,On Time
SHP00380,CUST0445,2025-01-31,2025-02-04,East,Central,Electronics,Express,511,Delivered,4,Not On Time
SHP01561,CUST0179,2025-01-31,2025-02-01,West,Central,Electronics,Express,413,Delivered,1,On Time
SHP01884,CUST0427,2025-01-31,2025-02-01,Central,South,Parcel,Express,370,Cancelled,1,Not On Time
SHP00107,CUST0101,2025-02-01,2025-02-06,Central,South,Fragile,Standard,428,Delivered,5,Not On Time
SHP00215,CUST0268,2025-02-01,2025-02-03,South,North,Fragile,Express,297,Delivered,2,On Time
SHP00441,CUST0323,2025-02-01,2025-02-04,North,Central,Parcel,Standard,381,Delivered,3,On Time
SHP01777,CUST0065,2025-02-02,2025-02-06,South,West,Parcel,Standard,359,Delivered,4,Not On Time
SHP01607,CUST0417,2025-02-02,2025-02-08,South,East,Electronics,Standard,456,Delivered,6,Not On Time
SHP01147,CUST0168,2025-02-02,2025-02-07,North,North,Fragile,Standard,167,Delivered,5,Not On Time
SHP01926,CUST0330,2025-02-02,2025-02-07,South,Central,Parcel,Express,500,Failed,5,Not On Time
SHP00285,CUST0043,2025-02-03,2025-02-07,East,West,Parcel,Standard,321,Delivered,4,Not On Time
SHP01831,CUST0044,2025-02-03,2025-02-07,Central,South,Fragile,Same Day,292,Delivered,4,Not On Time
SHP00581,CUST0285,2025-02-04,2025-02-06,Central,East,Parcel,Standard,278,Delayed,2,Not On Time
SHP00157,CUST0397,2025-02-04,2025-02-07,Central,North,Electronics,Express,570,Delivered,3,On Time
SHP01265,CUST0012,2025-02-04,2025-02-06,Central,South,Parcel,Express,486,Delivered,2,On Time
SHP00217,CUST0095,2025-02-04,2025-02-06,North,South,Parcel,Standard,354,Delivered,2,On Time
SHP01354,CUST0302,2025-02-04,2025-02-07,Central,Central,Parcel,Standard,432,Delivered,3,On Time
SHP01079,CUST0386,2025-02-04,2025-02-11,Central,South,Electronics,Standard,136,Delivered,7,Not On Time
SHP00781,CUST0253,2025-02-05,2025-02-08,Central,North,Document,Standard,197,Delivered,3,On Time
SHP01095,CUST0499,2025-02-05,2025-02-06,West,South,Parcel,Express,521,Delivered,1,On Time
SHP00054,CUST0242,2025-02-05,2025-02-07,East,South,Fragile,Same Day,407,Delivered,2,On Time
SHP00172,CUST0035,2025-02-06,2025-02-09,North,Central,Parcel,Standard,167,Cancelled,3,Not On Time
SHP01430,CUST0215,2025-02-07,2025-02-14,East,North,Electronics,Standard,492,Cancelled,7,Not On Time
SHP00198,CUST0337,2025-02-07,2025-02-12,West,West,Parcel,Express,624,Delayed,5,Not On Time
SHP01852,CUST0090,2025-02-08,2025-02-11,East,East,Parcel,Standard,451,Delivered,3,On Time
SHP00547,CUST0264,2025-02-08,2025-02-09,North,North,Fragile,Standard,300,Delayed,1,Not On Time
SHP01741,CUST0093,2025-02-09,2025-02-11,East,South,Parcel,Express,239,Delivered,2,On Time
SHP01762,CUST0410,2025-02-09,2025-02-11,East,Central,Parcel,Standard,469,Delivered,2,On Time
SHP01037,CUST0458,2025-02-09,2025-02-11,North,South,Fragile,Standard,489,Delivered,2,On Time
SHP00096,CUST0090,2025-02-10,2025-02-12,North,North,Document,Standard,249,Failed,2,Not On Time
SHP01603,CUST0418,2025-02-10,2025-02-12,West,South,Electronics,Express,288,Delivered,2,On Time
SHP00276,CUST0115,2025-02-11,2025-02-15,North,South,Document,Standard,169,Delivered,4,Not On Time
SHP01918,CUST0105,2025-02-11,2025-02-13,East,West,Electronics,Express,353,Delivered,2,On Time
SHP01394,CUST0391,2025-02-13,2025-02-16,Central,West,Fragile,Standard,322,Delayed,3,Not On Time
SHP00396,CUST0196,2025-02-16,2025-02-19,South,Central,Fragile,Standard,364,Delayed,3,Not On Time
SHP01971,CUST0314,2025-02-17,2025-02-20,North,East,Parcel,Same Day,421,Delayed,3,Not On Time
SHP01250,CUST0114,2025-02-17,2025-02-18,South,Central,Fragile,Express,267,Delivered,1,On Time
SHP01118,CUST0493,2025-02-17,2025-02-19,South,South,Document,Express,332,Delayed,2,Not On Time
SHP00878,CUST0075,2025-02-21,2025-02-28,North,Central,Document,Standard,198,Delivered,7,Not On Time
SHP00392,CUST0413,2025-02-21,2025-02-23,West,South,Parcel,Standard,499,Delivered,2,On Time
SHP01173,CUST0376,2025-02-22,2025-03-01,Central,East,Fragile,Standard,259,Delivered,7,Not On Time
SHP00082,CUST0420,2025-02-22,2025-02-23,South,North,Fragile,Same Day,792,Delivered,1,On Time
