Shipment_ID,Order_Date,Delivery_Date,Customer_Type,Origin_Zone,Destination_Zone,Package_Type,Shipping_Mode,Shipping_Cost,Delivery_Status
SHP00930,2024-06-10,2024-06-15,Individual,East,North,Document,Standard,410,Delivered
SHP00056,2024-06-10,2024-06-13,Business,South,North,Parcel,Standard,427,Delivered
SHP01866,2024-06-12,2024-06-13,Individual,West,East,Fragile,Standard,255,Delayed
SHP01786,2024-06-12,2024-06-13,Individual,South,Central,Parcel,Standard,218,Delivered
SHP00948,2024-06-13,2024-06-18,Business,South,North,Electronics,Standard,366,Delayed
SHP01493,2024-06-13,2024-06-16,Individual,South,North,Document,Standard,308,Delivered
SHP01347,2024-06-14,2024-06-18,Individual,South,Central,Document,Express,412,Delivered
SHP00599,2024-06-14,2024-06-18,Individual,West,Central,Parcel,Standard,371,Failed
SHP00464,2024-06-15,2024-06-17,Individual,Central,South,Parcel,Express,315,Delivered
SHP00035,2024-06-15,2024-06-16,Individual,South,North,Fragile,Standard,215,Delivered
SHP01010,2024-06-16,2024-06-18,Business,South,West,Parcel,Standard,315,Delayed
SHP01945,2024-06-17,2024-06-18,Individual,South,South,Parcel,Standard,190,Delivered
SHP01189,2024-06-18,2024-06-24,Individual,East,East,Electronics,Standard,267,Delivered
SHP00452,2024-06-18,2024-06-20,Individual,North,West,Parcel,Standard,191,Failed
SHP00754,2024-06-20,2024-06-22,Individual,West,West,Parcel,Express,120,Delivered
SHP01056,2024-06-20,2024-06-27,Individual,Central,Central,Document,Standard,477,Delivered
SHP00488,2024-06-21,2024-06-26,Individual,North,South,Parcel,Standard,201,Delivered
SHP00468,2024-06-21,2024-06-22,Individual,South,Central,Fragile,Standard,376,Cancelled
SHP00734,2024-06-21,2024-06-22,Business,East,West,Parcel,Standard,383,Failed
SHP01864,2024-06-21,2024-06-23,Individual,West,West,Parcel,Standard,473,Delivered
SHP00538,2024-06-25,2024-06-28,Business,East,North,Parcel,Express,206,Delivered
SHP00420,2024-06-25,2024-06-28,Individual,South,East,Fragile,Express,399,Delivered
SHP00888,2024-06-25,2024-06-26,Individual,South,East,Electronics,Standard,351,Delivered
SHP00252,2024-06-29,2024-07-01,Business,Central,North,Document,Standard,94,Delivered
SHP00949,2024-06-30,2024-07-04,Business,North,South,Fragile,Standard,356,Cancelled
SHP01965,2024-07-01,2024-07-03,Individual,East,East,Parcel,Standard,192,Delivered
SHP01874,2024-07-01,2024-07-05,Individual,North,North,Document,Express,188,Delivered
SHP01104,2024-07-01,2024-07-07,Individual,East,East,Document,Express,525,Delivered
SHP00609,2024-07-02,2024-07-03,Individual,North,North,Electronics,Standard,258,Delivered
SHP01446,2024-07-04,2024-07-09,Individual,East,North,Fragile,Express,469,Delivered
SHP00167,2024-07-05,2024-07-06,Individual,South,East,Parcel,Standard,329,Delivered
SHP01150,2024-07-05,2024-07-07,Business,South,East,Fragile,Same Day,686,Delivered
SHP01029,2024-07-05,2024-07-11,Individual,South,West,Parcel,Same Day,155,Delivered
SHP01099,2024-07-06,2024-07-09,Individual,North,East,Parcel,Standard,276,Delivered
SHP00071,2024-07-06,2024-07-10,Business,North,South,Parcel,Standard,299,Delivered
SHP00026,2024-07-08,2024-07-13,Business,South,East,Document,Same Day,562,Delivered
SHP00479,2024-07-08,2024-07-11,Business,East,South,Parcel,Standard,439,Delivered
SHP01949,2024-07-08,2024-07-09,Individual,East,West,Fragile,Same Day,148,Delivered
SHP00132,2024-07-08,2024-07-10,Individual,North,South,Electronics,Standard,310,Cancelled
SHP01828,2024-07-08,2024-07-09,Individual,Central,West,Fragile,Same Day,277,Delivered
SHP00256,2024-07-09,2024-07-13,Business,West,Central,Parcel,Standard,372,Delivered
SHP01222,2024-07-09,2024-07-11,Individual,South,West,Parcel,Express,398,Delivered
SHP00403,2024-07-10,2024-07-17,Individual,East,East,Parcel,Standard,444,Delivered
SHP01887,2024-07-10,2024-07-16,Individual,East,North,Document,Express,116,Delivered
SHP01261,2024-07-10,2024-07-12,Individual,North,East,Parcel,Standard,104,Delivered
SHP00730,2024-07-12,2024-07-17,Individual,Central,East,Document,Standard,146,Delivered
SHP00920,2024-07-12,2024-07-15,Individual,Central,Central,Fragile,Standard,402,Delivered
SHP01370,2024-07-12,2024-07-15,Business,North,South,Document,Standard,300,Failed
SHP00811,2024-07-14,2024-07-15,Business,East,West,Document,Express,430,Delivered
SHP00797,2024-07-16,2024-07-22,Individual,Central,East,Fragile,Standard,376,Delivered
SHP00162,2024-07-16,2024-07-18,Business,West,West,Electronics,Standard,278,Delivered
SHP01507,2024-07-16,2024-07-23,Business,Central,Central,Parcel,Standard,451,Delayed
SHP01319,2024-07-17,2024-07-22,Individual,West,East,Parcel,Standard,125,Delivered
SHP01903,2024-07-18,2024-07-20,Individual,Central,West,Electronics,Standard,138,Delivered
SHP01043,2024-07-19,2024-07-21,Business,Central,North,Parcel,Standard,477,Delayed
SHP00090,2024-07-19,2024-07-21,Individual,East,South,Fragile,Standard,273,Delivered
SHP00868,2024-07-20,2024-07-23,Individual,North,Central,Document,Express,329,Delivered
SHP00057,2024-07-20,2024-07-25,Individual,East,North,Parcel,Standard,333,Delivered
SHP00492,2024-07-21,2024-07-24,Business,Central,South,Document,Standard,428,Delayed
SHP01988,2024-07-21,2024-07-25,Business,East,South,Parcel,Standard,341,Delivered
SHP00155,2024-07-21,2024-07-25,Individual,Central,East,Electronics,Express,260,Delayed
SHP00615,2024-07-23,2024-07-26,Individual,South,South,Parcel,Standard,176,Delivered
SHP00049,2024-07-24,2024-07-28,Business,West,North,Parcel,Standard,407,Delivered
SHP01329,2024-07-24,2024-07-30,Individual,North,North,Document,Same Day,711,Delivered
SHP00111,2024-07-25,2024-07-28,Individual,North,North,Parcel,Express,202,Delayed
SHP01391,2024-07-26,2024-07-30,Individual,North,Central,Parcel,Standard,314,Delivered
SHP00197,2024-07-26,2024-07-28,Individual,West,East,Document,Standard,444,Delivered
SHP01722,2024-07-26,2024-07-29,Business,Central,East,Electronics,Standard,290,Delayed
SHP01312,2024-07-26,2024-07-27,Individual,West,West,Fragile,Express,609,Delivered
SHP01270,2024-07-28,2024-08-01,Business,West,North,Parcel,Standard,413,Delivered
SHP01997,2024-07-31,2024-08-03,Individual,West,West,Parcel,Standard,98,Delivered
SHP01860,2024-07-31,2024-08-02,Individual,North,North,Parcel,Express,561,Delivered
SHP01353,2024-08-01,2024-08-03,Business,North,West,Document,Standard,120,Failed
SHP00646,2024-08-01,2024-08-05,Individual,East,East,Fragile,Standard,311,Delivered
SHP00906,2024-08-02,2024-08-05,Individual,East,Central,Document,Standard,428,Delivered
SHP01177,2024-08-03,2024-08-05,Individual,Central,South,Electronics,Standard,363,Delivered
SHP00818,2024-08-03,2024-08-04,Business,East,North,Electronics,Express,308,Delivered
SHP01212,2024-08-03,2024-08-04,Individual,East,East,Parcel,Same Day,166,Delivered
SHP01067,2024-08-03,2024-08-06,Individual,West,Central,Parcel,Express,487,Delayed
SHP00411,2024-08-04,2024-08-05,Individual,West,North,Fragile,Standard,272,Failed
SHP00069,2024-08-04,2024-08-07,Individual,East,Central,Document,Standard,469,Delivered
SHP01946,2024-08-04,2024-08-08,Business,West,North,Fragile,Express,619,Failed
SHP01519,2024-08-04,2024-08-09,Business,East,West,Electronics,Express,694,Delivered
SHP00460,2024-08-04,2024-08-08,Individual,East,North,Parcel,Standard,465,Delivered
SHP00352,2024-08-05,2024-08-06,Individual,South,Central,Parcel,Standard,314,Delivered
SHP01163,2024-08-05,2024-08-08,Individual,Central,East,Document,Express,382,Delivered
SHP00840,2024-08-05,2024-08-07,Business,Central,East,Parcel,Same Day,810,Delivered
SHP00148,2024-08-07,2024-08-09,Individual,North,East,Document,Express,207,Cancelled
SHP01383,2024-08-10,2024-08-13,Business,North,East,Parcel,Express,164,Delivered
SHP00537,2024-08-11,2024-08-16,Individual,East,South,Parcel,Standard,291,Delivered
SHP01205,2024-08-11,2024-08-12,Individual,Central,South,Parcel,Express,154,Delivered
SHP01365,2024-08-12,2024-08-14,Individual,Central,West,Document,Express,279,Delivered
SHP00738,2024-08-12,2024-08-15,Business,East,South,Parcel,Express,357,Delayed
SHP01157,2024-08-13,2024-08-20,Individual,West,West,Electronics,Express,634,Delivered
SHP01161,2024-08-13,2024-08-17,Business,North,West,Document,Same Day,427,Delivered
SHP00231,2024-08-13,2024-08-18,Business,Central,East,Document,Standard,84,Delivered
SHP00694,2024-08-15,2024-08-19,Individual,East,East,Fragile,Standard,471,Delivered
SHP00817,2024-08-15,2024-08-21,Business,Central,West,Fragile,Standard,397,Delivered
SHP00717,2024-08-16,2024-08-19,Individual,East,Central,Fragile,Express,692,Delivered
SHP00227,2024-08-17,2024-08-19,Individual,Central,East,Parcel,Express,448,Delivered
SHP00120,2024-08-18,2024-08-19,Individual,West,East,Parcel,Express,680,Failed
SHP01469,2024-08-18,2024-08-21,Business,East,West,Parcel,Same Day,337,Delivered
SHP00085,2024-08-18,2024-08-22,Individual,East,South,Document,Express,144,Delivered
SHP01923,2024-08-19,2024-08-23,Individual,South,North,Fragile,Express,134,Delivered
SHP01896,2024-08-19,2024-08-20,Individual,South,North,Parcel,Express,340,Delivered
SHP00638,2024-08-20,2024-08-23,Individual,East,South,Parcel,Standard,220,Delivered
SHP00691,2024-08-20,2024-08-22,Individual,West,West,Document,Express,435,Delivered
SHP00444,2024-08-22,2024-08-23,Business,West,South,Document,Express,420,Delayed
SHP01992,2024-08-22,2024-08-25,Individual,South,South,Document,Express,391,Delivered
SHP00577,2024-08-23,2024-08-27,Individual,North,North,Electronics,Express,454,Delivered
SHP01987,2024-08-23,2024-08-25,Business,Central,Central,Parcel,Standard,255,Delivered
SHP00763,2024-08-23,2024-08-24,Individual,West,West,Parcel,Express,669,Delivered
SHP00988,2024-08-24,2024-08-26,Individual,West,Central,Electronics,Standard,100,Delivered
SHP01733,2024-08-24,2024-08-26,Business,Central,East,Parcel,Standard,309,Delayed
SHP01791,2024-08-25,2024-08-29,Individual,Central,South,Document,Express,529,Delivered
SHP01984,2024-08-25,2024-08-26,Business,North,Central,Document,Express,475,Delivered
SHP00647,2024-08-26,2024-08-30,Individual,North,Central,Parcel,Express,235,Delivered
SHP01861,2024-08-29,2024-08-31,Individual,Central,South,Document,Express,560,Delivered
SHP01662,2024-08-29,2024-08-31,Individual,Central,East,Fragile,Standard,108,Cancelled
SHP01363,2024-08-29,2024-08-31,Individual,West,North,Parcel,Standard,300,Delivered
SHP01517,2024-08-29,2024-09-03,Business,South,Central,Electronics,Express,420,Delivered
SHP00040,2024-08-29,2024-09-03,Business,South,Central,Document,Standard,423,Delivered
SHP01895,2024-08-29,2024-09-04,Individual,Central,Central,Parcel,Express,120,Failed
SHP00714,2024-08-30,2024-09-02,Individual,North,West,Electronics,Standard,253,Delayed
SHP01765,2024-08-31,2024-09-02,Individual,Central,North,Parcel,Express,449,Failed
SHP00873,2024-08-31,2024-09-03,Business,Central,South,Electronics,Standard,421,Delivered
SHP01127,2024-09-01,2024-09-05,Individual,West,South,Document,Express,641,Delivered
SHP01853,2024-09-02,2024-09-09,Individual,West,West,Electronics,Standard,263,Delivered
SHP00271,2024-09-02,2024-09-08,Individual,Central,Central,Fragile,Express,619,Delivered
SHP00153,2024-09-03,2024-09-05,Business,Central,West,Document,Standard,482,Delivered
SHP00340,2024-09-03,2024-09-08,Business,East,South,Electronics,Standard,310,Delivered
SHP00644,2024-09-05,2024-09-12,Business,North,East,Parcel,Express,304,Delivered
SHP00598,2024-09-05,2024-09-10,Business,East,Central,Document,Express,654,Delivered
SHP00570,2024-09-06,2024-09-09,Business,North,West,Fragile,Same Day,736,Delivered
SHP01081,2024-09-06,2024-09-08,Individual,South,Central,Fragile,Express,329,Delivered
SHP01119,2024-09-07,2024-09-10,Business,West,South,Parcel,Express,263,Delivered
SHP01387,2024-09-07,2024-09-10,Individual,South,West,Fragile,Standard,131,Delivered
SHP00257,2024-09-09,2024-09-11,Individual,South,Central,Parcel,Express,403,Delivered
SHP00018,2024-09-09,2024-09-13,Individual,South,North,Fragile,Standard,356,Cancelled
SHP01784,2024-09-09,2024-09-13,Individual,Central,South,Electronics,Standard,409,Delayed
SHP00191,2024-09-10,2024-09-14,Business,Central,Central,Document,Standard,439,Delivered
SHP00204,2024-09-10,2024-09-14,Business,North,North,Fragile,Express,129,Delivered
SHP01812,2024-09-10,2024-09-14,Individual,North,West,Document,Standard,407,Delivered
SHP00525,2024-09-12,2024-09-16,Individual,South,North,Electronics,Standard,483,Delivered
SHP01989,2024-09-12,2024-09-18,Individual,Central,North,Parcel,Standard,331,Cancelled
SHP00369,2024-09-14,2024-09-17,Individual,West,South,Electronics,Standard,264,Delivered
SHP00749,2024-09-15,2024-09-20,Business,South,East,Fragile,Standard,445,Delivered
SHP01167,2024-09-15,2024-09-21,Business,East,North,Electronics,Standard,500,Delivered
SHP00753,2024-09-17,2024-09-20,Business,South,Central,Parcel,Same Day,583,Delivered
SHP00971,2024-09-17,2024-09-18,Individual,West,Central,Document,Standard,179,Delivered
SHP01475,2024-09-17,2024-09-20,Business,North,North,Document,Standard,294,Delivered
SHP01761,2024-09-18,2024-09-20,Business,Central,North,Parcel,Express,294,Delivered
SHP01830,2024-09-19,2024-09-22,Business,Central,South,Parcel,Express,402,Delivered
SHP00183,2024-09-19,2024-09-20,Individual,Central,South,Parcel,Express,657,Delayed
SHP01680,2024-09-19,2024-09-22,Business,East,West,Parcel,Express,246,Delivered
SHP00305,2024-09-20,2024-09-27,Individual,North,East,Document,Standard,304,Delayed
SHP00424,2024-09-21,2024-09-24,Individual,South,West,Parcel,Standard,390,Delivered
SHP01132,2024-09-22,2024-09-23,Individual,South,South,Document,Standard,256,Delayed
SHP01782,2024-09-22,2024-09-26,Business,West,Central,Parcel,Express,585,Delivered
SHP01012,2024-09-24,2024-09-25,Individual,West,West,Fragile,Standard,98,Delivered
SHP00575,2024-09-24,2024-09-26,Business,North,North,Parcel,Express,542,Delivered
SHP00318,2024-09-25,2024-09-30,Individual,Central,West,Parcel,Express,153,Failed
SHP00059,2024-09-26,2024-09-30,Individual,South,South,Parcel,Standard,413,Delivered
SHP01482,2024-09-26,2024-10-01,Business,North,South,Fragile,Standard,433,Delivered
SHP00770,2024-09-26,2024-10-02,Business,Central,North,Fragile,Standard,439,Delivered
SHP01130,2024-09-28,2024-10-03,Individual,Central,Central,Document,Standard,431,Delayed
SHP01963,2024-09-29,2024-10-03,Business,West,East,Electronics,Same Day,493,Delivered
SHP01344,2024-09-30,2024-10-02,Individual,South,Central,Parcel,Standard,446,Delivered
SHP01060,2024-10-01,2024-10-04,Individual,North,West,Parcel,Standard,209,Delayed
SHP01515,2024-10-02,2024-10-05,Individual,Central,South,Parcel,Standard,112,Delivered
SHP00706,2024-10-03,2024-10-05,Business,South,Central,Parcel,Standard,481,Delivered
SHP01922,2024-10-03,2024-10-08,Business,East,Central,Parcel,Same Day,774,Delivered
SHP00015,2024-10-03,2024-10-05,Individual,South,Central,Electronics,Standard,118,Delayed
SHP01257,2024-10-04,2024-10-07,Individual,Central,North,Parcel,Standard,221,Delayed
SHP00410,2024-10-05,2024-10-10,Business,South,West,Fragile,Standard,322,Delivered
SHP00160,2024-10-06,2024-10-10,Individual,West,East,Parcel,Standard,144,Delayed
SHP00249,2024-10-06,2024-10-11,Business,East,Central,Fragile,Standard,360,Delivered
SHP00625,2024-10-07,2024-10-13,Individual,East,East,Document,Express,566,Delivered
SHP01502,2024-10-08,2024-10-13,Individual,North,South,Document,Standard,157,Delivered
SHP02000,2024-10-09,2024-10-11,Individual,West,South,Parcel,Standard,473,Delivered
SHP00233,2024-10-10,2024-10-13,Business,North,North,Electronics,Express,545,Delivered
SHP01274,2024-10-11,2024-10-13,Business,West,East,Parcel,Express,343,Delivered
SHP00889,2024-10-11,2024-10-15,Individual,Central,East,Parcel,Standard,258,Delivered
SHP00912,2024-10-11,2024-10-12,Individual,East,South,Fragile,Express,497,Delivered
SHP00379,2024-10-11,2024-10-14,Individual,East,South,Parcel,Standard,381,Delivered
SHP00914,2024-10-12,2024-10-15,Individual,West,West,Electronics,Standard,376,Delivered
SHP01739,2024-10-12,2024-10-15,Business,Central,West,Fragile,Standard,432,Delivered
SHP01719,2024-10-13,2024-10-19,Business,South,South,Parcel,Standard,216,Delivered
SHP01479,2024-10-13,2024-10-15,Business,East,North,Fragile,Same Day,671,Delivered
SHP01816,2024-10-13,2024-10-18,Business,North,Central,Parcel,Same Day,772,Delivered
SHP01687,2024-10-14,2024-10-16,Individual,North,West,Parcel,Express,132,Delivered
SHP01411,2024-10-14,2024-10-17,Individual,North,South,Parcel,Standard,448,Delivered
SHP00810,2024-10-15,2024-10-18,Individual,North,Central,Electronics,Standard,457,Delivered
SHP00083,2024-10-15,2024-10-20,Individual,Central,South,Electronics,Standard,247,Delivered
SHP01575,2024-10-17,2024-10-20,Individual,South,West,Parcel,Express,650,Delivered
SHP01621,2024-10-17,2024-10-23,Individual,East,West,Parcel,Express,333,Delivered
SHP01461,2024-10-19,2024-10-23,Individual,South,West,Electronics,Standard,497,Delivered
SHP01142,2024-10-19,2024-10-21,Business,West,South,Parcel,Express,342,Delivered
SHP00159,2024-10-20,2024-10-21,Individual,Central,North,Parcel,Standard,220,Delivered
SHP01238,2024-10-21,2024-10-28,Individual,East,Central,Fragile,Same Day,882,Delayed
SHP01444,2024-10-21,2024-10-23,Business,Central,East,Parcel,Standard,252,Delivered
SHP01047,2024-10-22,2024-10-25,Individual,South,South,Document,Standard,338,Delayed
SHP00782,2024-10-22,2024-10-26,Business,East,South,Parcel,Standard,123,Delivered
SHP00063,2024-10-22,2024-10-23,Business,East,West,Document,Express,668,Delivered
SHP01635,2024-10-24,2024-10-28,Business,South,West,Parcel,Standard,140,Delivered
SHP01477,2024-10-27,2024-10-29,Individual,North,East,Parcel,Express,146,Delivered
SHP00837,2024-10-28,2024-10-30,Business,North,South,Electronics,Standard,213,Delivered
SHP00251,2024-10-28,2024-11-01,Business,East,North,Parcel,Express,452,Delivered
SHP01983,2024-10-28,2024-11-01,Business,Central,North,Fragile,Standard,470,Delivered
SHP01685,2024-10-28,2024-10-30,Individual,West,West,Parcel,Standard,212,Delivered
SHP01539,2024-10-29,2024-11-01,Individual,Central,West,Document,Standard,386,Delivered
SHP00659,2024-10-29,2024-11-05,Individual,West,East,Document,Standard,269,Delivered
SHP01303,2024-10-29,2024-10-30,Individual,North,West,Document,Standard,228,Delivered
SHP01591,2024-10-30,2024-11-02,Individual,East,North,Electronics,Express,480,Delayed
SHP01494,2024-10-31,2024-11-03,Individual,West,Central,Fragile,Express,238,Cancelled
SHP01573,2024-10-31,2024-11-03,Business,South,South,Electronics,Express,659,Delayed
SHP00297,2024-10-31,2024-11-01,Individual,East,West,Document,Express,125,Delivered
SHP01271,2024-11-01,2024-11-04,Individual,East,East,Document,Standard,132,Delivered
SHP01412,2024-11-02,2024-11-07,Individual,East,East,Document,Express,596,Delivered
SHP01873,2024-11-03,2024-11-09,Individual,Central,West,Document,Same Day,889,Delivered
SHP01526,2024-11-03,2024-11-07,Individual,West,North,Document,Standard,121,Failed
SHP01409,2024-11-04,2024-11-06,Business,North,North,Parcel,Express,326,Failed
SHP01115,2024-11-06,2024-11-09,Business,South,Central,Fragile,Standard,317,Delivered
SHP01536,2024-11-06,2024-11-10,Business,South,East,Electronics,Standard,496,Delivered
SHP01760,2024-11-06,2024-11-08,Business,South,South,Parcel,Express,573,Delivered
SHP01721,2024-11-06,2024-11-11,Individual,West,Central,Parcel,Standard,483,Delivered
SHP01416,2024-11-07,2024-11-10,Individual,East,Central,Parcel,Express,402,Delivered
SHP01633,2024-11-07,2024-11-09,Individual,West,West,Electronics,Standard,491,Delivered
SHP00869,2024-11-08,2024-11-11,Business,West,East,Parcel,Standard,455,Delayed
SHP01489,2024-11-08,2024-11-11,Individual,North,South,Fragile,Standard,223,Delivered
SHP00935,2024-11-08,2024-11-14,Business,South,South,Document,Standard,130,Delivered
SHP00295,2024-11-09,2024-11-14,Business,South,Central,Fragile,Express,230,Delivered
SHP00703,2024-11-10,2024-11-13,Business,East,South,Electronics,Express,266,Delivered
SHP00038,2024-11-11,2024-11-15,Business,East,Central,Parcel,Standard,455,Delivered
SHP01379,2024-11-12,2024-11-15,Business,North,Central,Parcel,Express,311,Delayed
SHP01126,2024-11-13,2024-11-18,Individual,West,North,Parcel,Standard,330,Delivered
SHP01465,2024-11-13,2024-11-15,Business,North,North,Fragile,Standard,217,Delayed
SHP01206,2024-11-13,2024-11-15,Individual,West,Central,Electronics,Standard,276,Delivered
SHP00762,2024-11-13,2024-11-17,Individual,North,West,Document,Express,140,Delivered
SHP00138,2024-11-13,2024-11-15,Individual,North,East,Fragile,Standard,358,Delayed
SHP00746,2024-11-15,2024-11-20,Individual,Central,West,Document,Express,379,Delivered
SHP00757,2024-11-16,2024-11-17,Individual,North,West,Document,Express,235,Delivered
SHP00283,2024-11-16,2024-11-17,Individual,Central,East,Electronics,Standard,217,Failed
SHP01738,2024-11-16,2024-11-19,Business,North,East,Parcel,Standard,480,Failed
SHP00822,2024-11-19,2024-11-21,Individual,South,South,Parcel,Express,239,Cancelled
SHP01611,2024-11-19,2024-11-22,Business,Central,West,Document,Same Day,342,Delivered
SHP01140,2024-11-19,2024-11-21,Business,West,West,Parcel,Same Day,686,Delivered
SHP00735,2024-11-21,2024-11-23,Individual,North,North,Electronics,Standard,405,Delivered
SHP00904,2024-11-22,2024-11-25,Individual,North,East,Document,Standard,259,Cancelled
SHP00938,2024-11-23,2024-11-28,Individual,West,South,Electronics,Standard,208,Delivered
SHP01585,2024-11-23,2024-11-29,Individual,East,West,Document,Standard,147,Delivered
SHP01196,2024-11-23,2024-11-26,Business,South,East,Document,Standard,240,Delivered
SHP00758,2024-11-24,2024-11-25,Business,West,Central,Parcel,Express,358,Delivered
SHP01939,2024-11-24,2024-11-25,Individual,Central,Central,Fragile,Standard,417,Cancelled
SHP01182,2024-11-24,2024-11-28,Individual,South,North,Document,Standard,309,Delivered
SHP01065,2024-11-25,2024-11-26,Individual,South,West,Document,Express,316,Delivered
SHP00956,2024-11-25,2024-11-28,Individual,East,North,Parcel,Express,174,Delivered
SHP00006,2024-11-26,2024-11-30,Individual,North,East,Parcel,Standard,140,Delayed
SHP00764,2024-11-29,2024-12-01,Individual,Central,East,Parcel,Same Day,373,Failed
SHP01498,2024-11-29,2024-12-04,Business,South,East,Parcel,Standard,348,Delivered
SHP01458,2024-11-29,2024-12-03,Business,West,North,Parcel,Express,447,Delivered
SHP01442,2024-11-30,2024-12-02,Business,East,Central,Fragile,Express,377,Delivered
SHP01254,2024-11-30,2024-12-03,Individual,Central,South,Fragile,Standard,193,Delivered
SHP01083,2024-11-30,2024-12-01,Individual,South,North,Document,Standard,397,Cancelled
SHP00368,2024-12-01,2024-12-04,Business,Central,South,Parcel,Express,427,Delivered
SHP01606,2024-12-01,2024-12-05,Individual,West,South,Parcel,Standard,156,Delivered
SHP01789,2024-12-01,2024-12-05,Individual,West,Central,Fragile,Express,561,Delayed
SHP01213,2024-12-01,2024-12-05,Business,Central,North,Parcel,Standard,83,Delayed
SHP00653,2024-12-02,2024-12-05,Individual,South,South,Parcel,Same Day,778,Delivered
SHP01863,2024-12-03,2024-12-09,Individual,South,West,Parcel,Express,549,Delivered
SHP00065,2024-12-03,2024-12-06,Individual,North,North,Fragile,Standard,129,Delivered
SHP00178,2024-12-03,2024-12-06,Individual,North,East,Fragile,Express,522,Delivered
SHP00210,2024-12-03,2024-12-06,Individual,South,East,Fragile,Express,323,Delivered
SHP01345,2024-12-03,2024-12-06,Individual,South,East,Document,Same Day,731,Delivered
SHP01068,2024-12-04,2024-12-06,Individual,South,Central,Document,Express,297,Delivered
SHP00457,2024-12-04,2024-12-08,Individual,South,East,Electronics,Standard,425,Delivered
SHP01135,2024-12-05,2024-12-10,Business,South,West,Parcel,Express,178,Delayed
SHP01754,2024-12-06,2024-12-09,Business,West,South,Document,Standard,465,Delivered
SHP00355,2024-12-06,2024-12-09,Individual,East,East,Parcel,Same Day,671,Delivered
SHP01764,2024-12-07,2024-12-09,Individual,North,Central,Fragile,Express,476,Delivered
SHP01006,2024-12-07,2024-12-12,Business,East,Central,Fragile,Standard,369,Delivered
SHP01711,2024-12-07,2024-12-11,Individual,South,Central,Parcel,Express,346,Delivered
SHP00900,2024-12-07,2024-12-14,Business,East,North,Parcel,Standard,402,Cancelled
SHP01596,2024-12-08,2024-12-09,Individual,East,East,Document,Standard,138,Delivered
SHP00011,2024-12-09,2024-12-10,Business,North,West,Electronics,Standard,162,Delivered
SHP01543,2024-12-10,2024-12-15,Individual,South,Central,Electronics,Express,207,Delivered
SHP01819,2024-12-10,2024-12-12,Business,East,South,Fragile,Express,223,Delivered
SHP00640,2024-12-11,2024-12-13,Individual,East,East,Document,Standard,465,Cancelled
SHP00185,2024-12-11,2024-12-13,Individual,Central,East,Parcel,Standard,469,Delayed
SHP00836,2024-12-11,2024-12-13,Individual,East,East,Document,Standard,200,Delivered
SHP00879,2024-12-12,2024-12-15,Individual,South,South,Parcel,Express,389,Delivered
SHP01734,2024-12-13,2024-12-18,Individual,Central,Central,Document,Standard,492,Delayed
SHP00478,2024-12-13,2024-12-18,Individual,North,West,Parcel,Express,539,Delivered
SHP01207,2024-12-14,2024-12-15,Individual,South,West,Fragile,Standard,311,Delivered
SHP01321,2024-12-14,2024-12-16,Individual,West,Central,Parcel,Express,528,Delivered
SHP00649,2024-12-15,2024-12-16,Individual,South,North,Parcel,Standard,215,Delivered
SHP01628,2024-12-15,2024-12-19,Individual,East,West,Parcel,Express,297,Delivered
SHP00710,2024-12-15,2024-12-19,Individual,West,West,Parcel,Express,475,Delivered
SHP01932,2024-12-15,2024-12-17,Individual,East,Central,Parcel,Standard,147,Delayed
SHP01958,2024-12-16,2024-12-22,Individual,North,North,Parcel,Standard,242,Cancelled
SHP01215,2024-12-18,2024-12-20,Individual,West,East,Parcel,Express,438,Delivered
SHP01424,2024-12-18,2024-12-22,Individual,East,South,Parcel,Standard,126,Delivered
SHP01692,2024-12-18,2024-12-22,Individual,South,Central,Parcel,Same Day,704,Delivered
SHP01715,2024-12-19,2024-12-20,Business,South,South,Electronics,Express,319,Delivered
SHP00848,2024-12-21,2024-12-26,Business,North,North,Fragile,Express,232,Delivered
SHP01236,2024-12-21,2024-12-24,Business,North,Central,Document,Express,157,Delivered
SHP01221,2024-12-21,2024-12-27,Individual,South,West,Electronics,Standard,385,Delayed
SHP00357,2024-12-22,2024-12-27,Individual,West,West,Parcel,Express,217,Delayed
SHP00502,2024-12-23,2024-12-25,Individual,East,East,Document,Standard,344,Delivered
SHP01241,2024-12-25,2024-12-29,Individual,South,North,Parcel,Express,552,Delivered
SHP01937,2024-12-25,2024-12-27,Individual,West,West,Parcel,Standard,392,Delivered
SHP00623,2024-12-25,2024-12-28,Individual,Central,South,Parcel,Standard,330,Delivered
SHP01549,2024-12-26,2024-12-27,Business,Central,West,Parcel,Standard,225,Delayed
SHP01753,2024-12-26,2024-12-29,Individual,Central,North,Fragile,Standard,344,Delivered
SHP01219,2024-12-28,2025-01-03,Individual,North,West,Parcel,Standard,362,Delivered
SHP00676,2024-12-28,2025-01-01,Individual,South,East,Document,Express,438,Delivered
SHP01234,2024-12-28,2025-01-02,Individual,Central,East,Document,Express,181,Delivered
SHP00838,2024-12-28,2024-12-31,Business,North,North,Parcel,Standard,385,Delayed
SHP01106,2024-12-29,2025-01-02,Business,South,North,Document,Same Day,376,Delivered
SHP01598,2024-12-29,2025-01-01,Business,West,Central,Document,Standard,129,Delivered
SHP01737,2024-12-29,2025-01-04,Business,East,Central,Parcel,Standard,444,Delivered
