Shipment_ID,Order_Date,Delivery_Date,Customer_Type,Origin_Zone,Destination_Zone,Package_Type,Shipping_Mode,Shipping_Cost,Delivery_Days,Delivery_Status,Delivery_Performance
SHP00059,2024-09-26,2024-09-30,Individual,South,South,Parcel,Standard,413,4,Delivered,Not On Time
SHP01482,2024-09-26,2024-10-01,Business,North,South,Fragile,Standard,433,5,Delivered,Not On Time
SHP00770,2024-09-26,2024-10-02,Business,Central,North,Fragile,Standard,439,6,Delivered,Not On Time
SHP01130,2024-09-28,2024-10-03,Individual,Central,Central,Document,Standard,431,5,Delayed,Not On Time
SHP01963,2024-09-29,2024-10-03,Business,West,East,Electronics,Same Day,493,4,Delivered,Not On Time
SHP01344,2024-09-30,2024-10-02,Individual,South,Central,Parcel,Standard,446,2,Delivered,On Time
SHP01060,2024-10-01,2024-10-04,Individual,North,West,Parcel,Standard,209,3,Delayed,Not On Time
SHP01515,2024-10-02,2024-10-05,Individual,Central,South,Parcel,Standard,112,3,Delivered,On Time
SHP00706,2024-10-03,2024-10-05,Business,South,Central,Parcel,Standard,481,2,Delivered,On Time
SHP01922,2024-10-03,2024-10-08,Business,East,Central,Parcel,Same Day,774,5,Delivered,Not On Time
SHP00015,2024-10-03,2024-10-05,Individual,South,Central,Electronics,Standard,118,2,Delayed,Not On Time
SHP01257,2024-10-04,2024-10-07,Individual,Central,North,Parcel,Standard,221,3,Delayed,Not On Time
SHP00410,2024-10-05,2024-10-10,Business,South,West,Fragile,Standard,322,5,Delivered,Not On Time
SHP00160,2024-10-06,2024-10-10,Individual,West,East,Parcel,Standard,144,4,Delayed,Not On Time
SHP00249,2024-10-06,2024-10-11,Business,East,Central,Fragile,Standard,360,5,Delivered,Not On Time
SHP00625,2024-10-07,2024-10-13,Individual,East,East,Document,Express,566,6,Delivered,Not On Time
SHP01502,2024-10-08,2024-10-13,Individual,North,South,Document,Standard,157,5,Delivered,Not On Time
SHP02000,2024-10-09,2024-10-11,Individual,West,South,Parcel,Standard,473,2,Delivered,On Time
SHP00233,2024-10-10,2024-10-13,Business,North,North,Electronics,Express,545,3,Delivered,On Time
SHP01274,2024-10-11,2024-10-13,Business,West,East,Parcel,Express,343,2,Delivered,On Time
SHP00889,2024-10-11,2024-10-15,Individual,Central,East,Parcel,Standard,258,4,Delivered,Not On Time
SHP00912,2024-10-11,2024-10-12,Individual,East,South,Fragile,Express,497,1,Delivered,On Time
SHP00379,2024-10-11,2024-10-14,Individual,East,South,Parcel,Standard,381,3,Delivered,On Time
SHP00914,2024-10-12,2024-10-15,Individual,West,West,Electronics,Standard,376,3,Delivered,On Time
SHP01739,2024-10-12,2024-10-15,Business,Central,West,Fragile,Standard,432,3,Delivered,On Time
SHP01719,2024-10-13,2024-10-19,Business,South,South,Parcel,Standard,216,6,Delivered,Not On Time
SHP01479,2024-10-13,2024-10-15,Business,East,North,Fragile,Same Day,671,2,Delivered,On Time
SHP01816,2024-10-13,2024-10-18,Business,North,Central,Parcel,Same Day,772,5,Delivered,Not On Time
SHP01687,2024-10-14,2024-10-16,Individual,North,West,Parcel,Express,132,2,Delivered,On Time
SHP01411,2024-10-14,2024-10-17,Individual,North,South,Parcel,Standard,448,3,Delivered,On Time
SHP00810,2024-10-15,2024-10-18,Individual,North,Central,Electronics,Standard,457,3,Delivered,On Time
SHP00083,2024-10-15,2024-10-20,Individual,Central,South,Electronics,Standard,247,5,Delivered,Not On Time
SHP01575,2024-10-17,2024-10-20,Individual,South,West,Parcel,Express,650,3,Delivered,On Time
SHP01621,2024-10-17,2024-10-23,Individual,East,West,Parcel,Express,333,6,Delivered,Not On Time
SHP01461,2024-10-19,2024-10-23,Individual,South,West,Electronics,Standard,497,4,Delivered,Not On Time
SHP01142,2024-10-19,2024-10-21,Business,West,South,Parcel,Express,342,2,Delivered,On Time
SHP00159,2024-10-20,2024-10-21,Individual,Central,North,Parcel,Standard,220,1,Delivered,On Time
SHP01238,2024-10-21,2024-10-28,Individual,East,Central,Fragile,Same Day,882,7,Delayed,Not On Time
SHP01444,2024-10-21,2024-10-23,Business,Central,East,Parcel,Standard,252,2,Delivered,On Time
SHP01047,2024-10-22,2024-10-25,Individual,South,South,Document,Standard,338,3,Delayed,Not On Time
SHP00782,2024-10-22,2024-10-26,Business,East,South,Parcel,Standard,123,4,Delivered,Not On Time
SHP00063,2024-10-22,2024-10-23,Business,East,West,Document,Express,668,1,Delivered,On Time
SHP01635,2024-10-24,2024-10-28,Business,South,West,Parcel,Standard,140,4,Delivered,Not On Time
SHP01477,2024-10-27,2024-10-29,Individual,North,East,Parcel,Express,146,2,Delivered,On Time
SHP00837,2024-10-28,2024-10-30,Business,North,South,Electronics,Standard,213,2,Delivered,On Time
SHP00251,2024-10-28,2024-11-01,Business,East,North,Parcel,Express,452,4,Delivered,Not On Time
SHP01983,2024-10-28,2024-11-01,Business,Central,North,Fragile,Standard,470,4,Delivered,Not On Time
SHP01685,2024-10-28,2024-10-30,Individual,West,West,Parcel,Standard,212,2,Delivered,On Time
SHP01539,2024-10-29,2024-11-01,Individual,Central,West,Document,Standard,386,3,Delivered,On Time
SHP00659,2024-10-29,2024-11-05,Individual,West,East,Document,Standard,269,7,Delivered,Not On Time
SHP01303,2024-10-29,2024-10-30,Individual,North,West,Document,Standard,228,1,Delivered,On Time
SHP01591,2024-10-30,2024-11-02,Individual,East,North,Electronics,Express,480,3,Delayed,Not On Time
SHP01494,2024-10-31,2024-11-03,Individual,West,Central,Fragile,Express,238,3,Cancelled,Not On Time
SHP01573,2024-10-31,2024-11-03,Business,South,South,Electronics,Express,659,3,Delayed,Not On Time
SHP00297,2024-10-31,2024-11-01,Individual,East,West,Document,Express,125,1,Delivered,On Time
SHP01271,2024-11-01,2024-11-04,Individual,East,East,Document,Standard,132,3,Delivered,On Time
SHP01412,2024-11-02,2024-11-07,Individual,East,East,Document,Express,596,5,Delivered,Not On Time
SHP01873,2024-11-03,2024-11-09,Individual,Central,West,Document,Same Day,889,6,Delivered,Not On Time
SHP01526,2024-11-03,2024-11-07,Individual,West,North,Document,Standard,121,4,Failed,Not On Time
SHP01409,2024-11-04,2024-11-06,Business,North,North,Parcel,Express,326,2,Failed,Not On Time
SHP01115,2024-11-06,2024-11-09,Business,South,Central,Fragile,Standard,317,3,Delivered,On Time
SHP01536,2024-11-06,2024-11-10,Business,South,East,Electronics,Standard,496,4,Delivered,Not On Time
SHP01760,2024-11-06,2024-11-08,Business,South,South,Parcel,Express,573,2,Delivered,On Time
SHP01721,2024-11-06,2024-11-11,Individual,West,Central,Parcel,Standard,483,5,Delivered,Not On Time
SHP01416,2024-11-07,2024-11-10,Individual,East,Central,Parcel,Express,402,3,Delivered,On Time
SHP01633,2024-11-07,2024-11-09,Individual,West,West,Electronics,Standard,491,2,Delivered,On Time
SHP00869,2024-11-08,2024-11-11,Business,West,East,Parcel,Standard,455,3,Delayed,Not On Time
SHP01489,2024-11-08,2024-11-11,Individual,North,South,Fragile,Standard,223,3,Delivered,On Time
SHP00935,2024-11-08,2024-11-14,Business,South,South,Document,Standard,130,6,Delivered,Not On Time
SHP00295,2024-11-09,2024-11-14,Business,South,Central,Fragile,Express,230,5,Delivered,Not On Time
SHP00703,2024-11-10,2024-11-13,Business,East,South,Electronics,Express,266,3,Delivered,On Time
SHP00038,2024-11-11,2024-11-15,Business,East,Central,Parcel,Standard,455,4,Delivered,Not On Time
SHP01379,2024-11-12,2024-11-15,Business,North,Central,Parcel,Express,311,3,Delayed,Not On Time
SHP01126,2024-11-13,2024-11-18,Individual,West,North,Parcel,Standard,330,5,Delivered,Not On Time
SHP01465,2024-11-13,2024-11-15,Business,North,North,Fragile,Standard,217,2,Delayed,Not On Time
SHP01206,2024-11-13,2024-11-15,Individual,West,Central,Electronics,Standard,276,2,Delivered,On Time
SHP00762,2024-11-13,2024-11-17,Individual,North,West,Document,Express,140,4,Delivered,Not On Time
SHP00138,2024-11-13,2024-11-15,Individual,North,East,Fragile,Standard,358,2,Delayed,Not On Time
SHP00746,2024-11-15,2024-11-20,Individual,Central,West,Document,Express,379,5,Delivered,Not On Time
SHP00757,2024-11-16,2024-11-17,Individual,North,West,Document,Express,235,1,Delivered,On Time
SHP00283,2024-11-16,2024-11-17,Individual,Central,East,Electronics,Standard,217,1,Failed,Not On Time
SHP01738,2024-11-16,2024-11-19,Business,North,East,Parcel,Standard,480,3,Failed,Not On Time
SHP00822,2024-11-19,2024-11-21,Individual,South,South,Parcel,Express,239,2,Cancelled,Not On Time
SHP01611,2024-11-19,2024-11-22,Business,Central,West,Document,Same Day,342,3,Delivered,On Time
SHP01140,2024-11-19,2024-11-21,Business,West,West,Parcel,Same Day,686,2,Delivered,On Time
SHP00735,2024-11-21,2024-11-23,Individual,North,North,Electronics,Standard,405,2,Delivered,On Time
SHP00904,2024-11-22,2024-11-25,Individual,North,East,Document,Standard,259,3,Cancelled,Not On Time
SHP00938,2024-11-23,2024-11-28,Individual,West,South,Electronics,Standard,208,5,Delivered,Not On Time
SHP01585,2024-11-23,2024-11-29,Individual,East,West,Document,Standard,147,6,Delivered,Not On Time
SHP01196,2024-11-23,2024-11-26,Business,South,East,Document,Standard,240,3,Delivered,On Time
SHP00758,2024-11-24,2024-11-25,Business,West,Central,Parcel,Express,358,1,Delivered,On Time
SHP01939,2024-11-24,2024-11-25,Individual,Central,Central,Fragile,Standard,417,1,Cancelled,Not On Time
SHP01182,2024-11-24,2024-11-28,Individual,South,North,Document,Standard,309,4,Delivered,Not On Time
SHP01065,2024-11-25,2024-11-26,Individual,South,West,Document,Express,316,1,Delivered,On Time
SHP00956,2024-11-25,2024-11-28,Individual,East,North,Parcel,Express,174,3,Delivered,On Time
SHP00006,2024-11-26,2024-11-30,Individual,North,East,Parcel,Standard,140,4,Delayed,Not On Time
SHP00764,2024-11-29,2024-12-01,Individual,Central,East,Parcel,Same Day,373,2,Failed,Not On Time
SHP01498,2024-11-29,2024-12-04,Business,South,East,Parcel,Standard,348,5,Delivered,Not On Time
SHP01458,2024-11-29,2024-12-03,Business,West,North,Parcel,Express,447,4,Delivered,Not On Time
SHP01442,2024-11-30,2024-12-02,Business,East,Central,Fragile,Express,377,2,Delivered,On Time
SHP01254,2024-11-30,2024-12-03,Individual,Central,South,Fragile,Standard,193,3,Delivered,On Time
SHP01083,2024-11-30,2024-12-01,Individual,South,North,Document,Standard,397,1,Cancelled,Not On Time
SHP00368,2024-12-01,2024-12-04,Business,Central,South,Parcel,Express,427,3,Delivered,On Time
SHP01606,2024-12-01,2024-12-05,Individual,West,South,Parcel,Standard,156,4,Delivered,Not On Time
SHP01789,2024-12-01,2024-12-05,Individual,West,Central,Fragile,Express,561,4,Delayed,Not On Time
SHP01213,2024-12-01,2024-12-05,Business,Central,North,Parcel,Standard,83,4,Delayed,Not On Time
SHP00653,2024-12-02,2024-12-05,Individual,South,South,Parcel,Same Day,778,3,Delivered,On Time
SHP01863,2024-12-03,2024-12-09,Individual,South,West,Parcel,Express,549,6,Delivered,Not On Time
SHP00065,2024-12-03,2024-12-06,Individual,North,North,Fragile,Standard,129,3,Delivered,On Time
SHP00178,2024-12-03,2024-12-06,Individual,North,East,Fragile,Express,522,3,Delivered,On Time
SHP00210,2024-12-03,2024-12-06,Individual,South,East,Fragile,Express,323,3,Delivered,On Time
SHP01345,2024-12-03,2024-12-06,Individual,South,East,Document,Same Day,731,3,Delivered,On Time
SHP01068,2024-12-04,2024-12-06,Individual,South,Central,Document,Express,297,2,Delivered,On Time
SHP00457,2024-12-04,2024-12-08,Individual,South,East,Electronics,Standard,425,4,Delivered,Not On Time
SHP01135,2024-12-05,2024-12-10,Business,South,West,Parcel,Express,178,5,Delayed,Not On Time
SHP01754,2024-12-06,2024-12-09,Business,West,South,Document,Standard,465,3,Delivered,On Time
SHP00355,2024-12-06,2024-12-09,Individual,East,East,Parcel,Same Day,671,3,Delivered,On Time
SHP01764,2024-12-07,2024-12-09,Individual,North,Central,Fragile,Express,476,2,Delivered,On Time
SHP01006,2024-12-07,2024-12-12,Business,East,Central,Fragile,Standard,369,5,Delivered,Not On Time
SHP01711,2024-12-07,2024-12-11,Individual,South,Central,Parcel,Express,346,4,Delivered,Not On Time
SHP00900,2024-12-07,2024-12-14,Business,East,North,Parcel,Standard,402,7,Cancelled,Not On Time
SHP01596,2024-12-08,2024-12-09,Individual,East,East,Document,Standard,138,1,Delivered,On Time
SHP00011,2024-12-09,2024-12-10,Business,North,West,Electronics,Standard,162,1,Delivered,On Time
SHP01543,2024-12-10,2024-12-15,Individual,South,Central,Electronics,Express,207,5,Delivered,Not On Time
SHP01819,2024-12-10,2024-12-12,Business,East,South,Fragile,Express,223,2,Delivered,On Time
SHP00640,2024-12-11,2024-12-13,Individual,East,East,Document,Standard,465,2,Cancelled,Not On Time
SHP00185,2024-12-11,2024-12-13,Individual,Central,East,Parcel,Standard,469,2,Delayed,Not On Time
SHP00836,2024-12-11,2024-12-13,Individual,East,East,Document,Standard,200,2,Delivered,On Time
SHP00879,2024-12-12,2024-12-15,Individual,South,South,Parcel,Express,389,3,Delivered,On Time
SHP01734,2024-12-13,2024-12-18,Individual,Central,Central,Document,Standard,492,5,Delayed,Not On Time
SHP00478,2024-12-13,2024-12-18,Individual,North,West,Parcel,Express,539,5,Delivered,Not On Time
SHP01207,2024-12-14,2024-12-15,Individual,South,West,Fragile,Standard,311,1,Delivered,On Time
SHP01321,2024-12-14,2024-12-16,Individual,West,Central,Parcel,Express,528,2,Delivered,On Time
SHP00649,2024-12-15,2024-12-16,Individual,South,North,Parcel,Standard,215,1,Delivered,On Time
SHP01628,2024-12-15,2024-12-19,Individual,East,West,Parcel,Express,297,4,Delivered,Not On Time
SHP00710,2024-12-15,2024-12-19,Individual,West,West,Parcel,Express,475,4,Delivered,Not On Time
SHP01932,2024-12-15,2024-12-17,Individual,East,Central,Parcel,Standard,147,2,Delayed,Not On Time
SHP01958,2024-12-16,2024-12-22,Individual,North,North,Parcel,Standard,242,6,Cancelled,Not On Time
SHP01215,2024-12-18,2024-12-20,Individual,West,East,Parcel,Express,438,2,Delivered,On Time
SHP01424,2024-12-18,2024-12-22,Individual,East,South,Parcel,Standard,126,4,Delivered,Not On Time
SHP01692,2024-12-18,2024-12-22,Individual,South,Central,Parcel,Same Day,704,4,Delivered,Not On Time
SHP01715,2024-12-19,2024-12-20,Business,South,South,Electronics,Express,319,1,Delivered,On Time
SHP00848,2024-12-21,2024-12-26,Business,North,North,Fragile,Express,232,5,Delivered,Not On Time
SHP01236,2024-12-21,2024-12-24,Business,North,Central,Document,Express,157,3,Delivered,On Time
SHP01221,2024-12-21,2024-12-27,Individual,South,West,Electronics,Standard,385,6,Delayed,Not On Time
SHP00357,2024-12-22,2024-12-27,Individual,West,West,Parcel,Express,217,5,Delayed,Not On Time
SHP00502,2024-12-23,2024-12-25,Individual,East,East,Document,Standard,344,2,Delivered,On Time
SHP01241,2024-12-25,2024-12-29,Individual,South,North,Parcel,Express,552,4,Delivered,Not On Time
SHP01937,2024-12-25,2024-12-27,Individual,West,West,Parcel,Standard,392,2,Delivered,On Time
SHP00623,2024-12-25,2024-12-28,Individual,Central,South,Parcel,Standard,330,3,Delivered,On Time
SHP01549,2024-12-26,2024-12-27,Business,Central,West,Parcel,Standard,225,1,Delayed,Not On Time
SHP01753,2024-12-26,2024-12-29,Individual,Central,North,Fragile,Standard,344,3,Delivered,On Time
SHP01219,2024-12-28,2025-01-03,Individual,North,West,Parcel,Standard,362,6,Delivered,Not On Time
SHP00676,2024-12-28,2025-01-01,Individual,South,East,Document,Express,438,4,Delivered,Not On Time
SHP01234,2024-12-28,2025-01-02,Individual,Central,East,Document,Express,181,5,Delivered,Not On Time
SHP00838,2024-12-28,2024-12-31,Business,North,North,Parcel,Standard,385,3,Delayed,Not On Time
SHP01106,2024-12-29,2025-01-02,Business,South,North,Document,Same Day,376,4,Delivered,Not On Time
SHP01598,2024-12-29,2025-01-01,Business,West,Central,Document,Standard,129,3,Delivered,On Time
SHP01737,2024-12-29,2025-01-04,Business,East,Central,Parcel,Standard,444,6,Delivered,Not On Time
SHP01041,2024-12-30,2025-01-04,Individual,West,South,Document,Standard,87,5,Failed,Not On Time
SHP01246,2024-12-30,2024-12-31,Business,North,East,Electronics,Express,325,1,Delivered,On Time
SHP00667,2024-12-30,2024-12-31,Individual,West,North,Parcel,Express,388,1,Delivered,On Time
SHP01924,2024-12-31,2025-01-04,Individual,North,East,Parcel,Same Day,394,4,Delayed,Not On Time
SHP01936,2025-01-02,2025-01-06,Individual,East,Central,Document,Standard,476,4,Delivered,Not On Time
SHP01951,2025-01-04,2025-01-08,Individual,West,East,Fragile,Standard,483,4,Delivered,Not On Time
SHP00319,2025-01-04,2025-01-05,Individual,West,East,Parcel,Same Day,158,1,Delayed,Not On Time
SHP00864,2025-01-05,2025-01-12,Individual,Central,East,Parcel,Standard,239,7,Cancelled,Not On Time
SHP01092,2025-01-06,2025-01-08,Individual,South,South,Fragile,Express,358,2,Delivered,On Time
SHP00505,2025-01-07,2025-01-08,Business,South,South,Fragile,Express,615,1,Delivered,On Time
SHP01618,2025-01-07,2025-01-11,Individual,South,West,Fragile,Standard,413,4,Delayed,Not On Time
SHP01070,2025-01-08,2025-01-11,Individual,North,West,Fragile,Standard,102,3,Delivered,On Time
SHP00534,2025-01-08,2025-01-09,Individual,East,West,Electronics,Standard,107,1,Delayed,Not On Time
SHP01955,2025-01-08,2025-01-10,Individual,South,North,Electronics,Express,196,2,Failed,Not On Time
SHP01529,2025-01-09,2025-01-14,Individual,West,West,Parcel,Standard,112,5,Delivered,Not On Time
SHP01460,2025-01-09,2025-01-11,Individual,West,South,Fragile,Standard,218,2,Delivered,On Time
SHP00765,2025-01-10,2025-01-15,Individual,Central,Central,Fragile,Standard,274,5,Delivered,Not On Time
SHP01139,2025-01-10,2025-01-12,Individual,West,East,Parcel,Express,409,2,Delivered,On Time
SHP01131,2025-01-11,2025-01-14,Individual,Central,East,Fragile,Standard,137,3,Delivered,On Time
SHP01324,2025-01-12,2025-01-15,Business,Central,Central,Parcel,Same Day,652,3,Delayed,Not On Time
SHP01947,2025-01-12,2025-01-17,Business,Central,North,Parcel,Standard,437,5,Delivered,Not On Time
SHP01647,2025-01-12,2025-01-15,Business,East,North,Parcel,Express,556,3,Delivered,On Time
SHP00084,2025-01-13,2025-01-17,Individual,Central,East,Parcel,Standard,447,4,Delivered,Not On Time
SHP00072,2025-01-14,2025-01-18,Business,West,West,Document,Same Day,743,4,Delivered,Not On Time
SHP00375,2025-01-14,2025-01-17,Individual,West,West,Parcel,Express,529,3,Delayed,Not On Time
SHP01466,2025-01-15,2025-01-17,Individual,West,South,Parcel,Standard,383,2,Delivered,On Time
SHP01792,2025-01-15,2025-01-16,Individual,North,East,Parcel,Same Day,889,1,Delivered,On Time
SHP01278,2025-01-15,2025-01-16,Business,South,South,Fragile,Express,204,1,Delayed,Not On Time
SHP01709,2025-01-15,2025-01-19,Business,North,South,Fragile,Express,365,4,Delivered,Not On Time
SHP01821,2025-01-16,2025-01-19,Business,South,East,Parcel,Express,682,3,Delivered,On Time
SHP01388,2025-01-17,2025-01-18,Individual,West,South,Electronics,Standard,80,1,Delivered,On Time
SHP01525,2025-01-18,2025-01-21,Business,East,South,Parcel,Standard,168,3,Delayed,Not On Time
SHP00150,2025-01-19,2025-01-22,Individual,East,Central,Fragile,Express,426,3,Delivered,On Time
SHP00546,2025-01-19,2025-01-20,Individual,North,North,Parcel,Standard,454,1,Delivered,On Time
SHP01851,2025-01-20,2025-01-27,Individual,North,West,Document,Express,199,7,Delayed,Not On Time
SHP00013,2025-01-20,2025-01-25,Individual,North,North,Parcel,Standard,446,5,Delayed,Not On Time
SHP00876,2025-01-20,2025-01-22,Business,North,South,Parcel,Standard,443,2,Delivered,On Time
SHP01338,2025-01-20,2025-01-23,Individual,North,North,Parcel,Express,648,3,Delivered,On Time
SHP01320,2025-01-21,2025-01-26,Individual,West,South,Parcel,Standard,128,5,Delivered,Not On Time
SHP00477,2025-01-21,2025-01-24,Individual,West,North,Fragile,Express,249,3,Delayed,Not On Time
SHP00036,2025-01-22,2025-01-26,Individual,South,South,Fragile,Standard,492,4,Delivered,Not On Time
SHP01136,2025-01-23,2025-01-30,Individual,North,South,Document,Standard,380,7,Cancelled,Not On Time
SHP00578,2025-01-23,2025-01-25,Individual,North,Central,Parcel,Express,517,2,Delivered,On Time
SHP00523,2025-01-24,2025-01-27,Individual,North,South,Document,Express,280,3,Delayed,Not On Time
SHP01809,2025-01-24,2025-01-26,Business,West,South,Parcel,Standard,285,2,Failed,Not On Time
SHP01082,2025-01-25,2025-01-27,Individual,North,West,Parcel,Express,269,2,Delivered,On Time
SHP00799,2025-01-25,2025-01-29,Business,Central,South,Fragile,Standard,107,4,Delivered,Not On Time
SHP00081,2025-01-26,2025-01-28,Business,North,South,Document,Express,113,2,Delivered,On Time
SHP01889,2025-01-27,2025-02-01,Individual,Central,South,Electronics,Standard,119,5,Delivered,Not On Time
SHP00110,2025-01-27,2025-01-30,Individual,South,South,Fragile,Standard,359,3,Delayed,Not On Time
SHP01340,2025-01-29,2025-01-31,Business,Central,South,Fragile,Standard,137,2,Delivered,On Time
SHP01871,2025-01-29,2025-01-31,Individual,North,West,Parcel,Standard,283,2,Delivered,On Time
SHP00970,2025-01-30,2025-02-02,Individual,South,West,Parcel,Standard,441,3,Delivered,On Time
SHP00839,2025-01-30,2025-02-01,Business,Central,West,Fragile,Express,402,2,Delivered,On Time
SHP00432,2025-01-30,2025-02-01,Individual,Central,North,Parcel,Express,325,2,Delivered,On Time
SHP00421,2025-01-30,2025-02-02,Individual,East,Central,Fragile,Standard,393,3,Delivered,On Time
SHP00417,2025-01-31,2025-02-03,Individual,Central,Central,Parcel,Standard,463,3,Delivered,On Time
SHP01291,2025-01-31,2025-02-03,Business,South,West,Electronics,Standard,258,3,Delivered,On Time
SHP00380,2025-01-31,2025-02-04,Individual,East,Central,Electronics,Express,511,4,Delivered,Not On Time
SHP01561,2025-01-31,2025-02-01,Individual,West,Central,Electronics,Express,413,1,Delivered,On Time
SHP01884,2025-01-31,2025-02-01,Business,Central,South,Parcel,Express,370,1,Cancelled,Not On Time
SHP00107,2025-02-01,2025-02-06,Individual,Central,South,Fragile,Standard,428,5,Delivered,Not On Time
SHP00215,2025-02-01,2025-02-03,Individual,South,North,Fragile,Express,297,2,Delivered,On Time
SHP00441,2025-02-01,2025-02-04,Individual,North,Central,Parcel,Standard,381,3,Delivered,On Time
SHP01777,2025-02-02,2025-02-06,Individual,South,West,Parcel,Standard,359,4,Delivered,Not On Time
SHP01607,2025-02-02,2025-02-08,Individual,South,East,Electronics,Standard,456,6,Delivered,Not On Time
SHP01147,2025-02-02,2025-02-07,Business,North,North,Fragile,Standard,167,5,Delivered,Not On Time
SHP01926,2025-02-02,2025-02-07,Individual,South,Central,Parcel,Express,500,5,Failed,Not On Time
SHP00285,2025-02-03,2025-02-07,Individual,East,West,Parcel,Standard,321,4,Delivered,Not On Time
SHP01831,2025-02-03,2025-02-07,Business,Central,South,Fragile,Same Day,292,4,Delivered,Not On Time
SHP00581,2025-02-04,2025-02-06,Business,Central,East,Parcel,Standard,278,2,Delayed,Not On Time
SHP00157,2025-02-04,2025-02-07,Individual,Central,North,Electronics,Express,570,3,Delivered,On Time
SHP01265,2025-02-04,2025-02-06,Individual,Central,South,Parcel,Express,486,2,Delivered,On Time
SHP00217,2025-02-04,2025-02-06,Individual,North,South,Parcel,Standard,354,2,Delivered,On Time
SHP01354,2025-02-04,2025-02-07,Individual,Central,Central,Parcel,Standard,432,3,Delivered,On Time
SHP01079,2025-02-04,2025-02-11,Individual,Central,South,Electronics,Standard,136,7,Delivered,Not On Time
SHP00781,2025-02-05,2025-02-08,Business,Central,North,Document,Standard,197,3,Delivered,On Time
SHP01095,2025-02-05,2025-02-06,Individual,West,South,Parcel,Express,521,1,Delivered,On Time
SHP00054,2025-02-05,2025-02-07,Individual,East,South,Fragile,Same Day,407,2,Delivered,On Time
SHP00172,2025-02-06,2025-02-09,Business,North,Central,Parcel,Standard,167,3,Cancelled,Not On Time
SHP01430,2025-02-07,2025-02-14,Individual,East,North,Electronics,Standard,492,7,Cancelled,Not On Time
SHP00198,2025-02-07,2025-02-12,Individual,West,West,Parcel,Express,624,5,Delayed,Not On Time
SHP01852,2025-02-08,2025-02-11,Individual,East,East,Parcel,Standard,451,3,Delivered,On Time
SHP00547,2025-02-08,2025-02-09,Business,North,North,Fragile,Standard,300,1,Delayed,Not On Time
SHP01741,2025-02-09,2025-02-11,Business,East,South,Parcel,Express,239,2,Delivered,On Time
SHP01762,2025-02-09,2025-02-11,Business,East,Central,Parcel,Standard,469,2,Delivered,On Time
SHP01037,2025-02-09,2025-02-11,Individual,North,South,Fragile,Standard,489,2,Delivered,On Time
SHP00096,2025-02-10,2025-02-12,Individual,North,North,Document,Standard,249,2,Failed,Not On Time
SHP01603,2025-02-10,2025-02-12,Individual,West,South,Electronics,Express,288,2,Delivered,On Time
SHP00276,2025-02-11,2025-02-15,Individual,North,South,Document,Standard,169,4,Delivered,Not On Time
SHP01918,2025-02-11,2025-02-13,Individual,East,West,Electronics,Express,353,2,Delivered,On Time
SHP01394,2025-02-13,2025-02-16,Business,Central,West,Fragile,Standard,322,3,Delayed,Not On Time
SHP00396,2025-02-16,2025-02-19,Individual,South,Central,Fragile,Standard,364,3,Delayed,Not On Time
SHP01971,2025-02-17,2025-02-20,Individual,North,East,Parcel,Same Day,421,3,Delayed,Not On Time
SHP01250,2025-02-17,2025-02-18,Individual,South,Central,Fragile,Express,267,1,Delivered,On Time
SHP01118,2025-02-17,2025-02-19,Individual,South,South,Document,Express,332,2,Delayed,Not On Time
SHP00878,2025-02-21,2025-02-28,Individual,North,Central,Document,Standard,198,7,Delivered,Not On Time
SHP00392,2025-02-21,2025-02-23,Business,West,South,Parcel,Standard,499,2,Delivered,On Time
SHP01173,2025-02-22,2025-03-01,Individual,Central,East,Fragile,Standard,259,7,Delivered,Not On Time
SHP00082,2025-02-22,2025-02-23,Business,South,North,Fragile,Same Day,792,1,Delivered,On Time
SHP01671,2025-02-22,2025-02-24,Business,Central,Central,Electronics,Standard,99,2,Delivered,On Time
SHP00804,2025-02-23,2025-02-26,Individual,West,South,Parcel,Same Day,234,3,Delivered,On Time
SHP01838,2025-02-23,2025-03-01,Business,East,North,Parcel,Same Day,877,6,Delivered,Not On Time
SHP00859,2025-02-23,2025-02-26,Business,West,South,Parcel,Same Day,284,3,Delivered,On Time
SHP01439,2025-02-23,2025-02-25,Business,West,West,Document,Standard,482,2,Delivered,On Time
SHP00785,2025-02-25,2025-02-27,Individual,North,South,Parcel,Express,137,2,Cancelled,Not On Time
SHP01840,2025-02-25,2025-02-28,Individual,West,East,Fragile,Standard,152,3,Delivered,On Time
SHP01223,2025-02-25,2025-03-01,Individual,South,East,Parcel,Express,134,4,Delivered,Not On Time
SHP01890,2025-02-28,2025-03-05,Individual,East,Central,Parcel,Standard,309,5,Cancelled,Not On Time
SHP00700,2025-02-28,2025-03-02,Individual,Central,West,Parcel,Standard,318,2,Delivered,On Time
SHP01696,2025-02-28,2025-03-02,Business,South,East,Parcel,Express,640,2,Delivered,On Time
SHP01232,2025-03-01,2025-03-02,Individual,North,West,Document,Express,365,1,Delivered,On Time
SHP01600,2025-03-02,2025-03-03,Individual,South,West,Fragile,Express,525,1,Delivered,On Time
SHP01537,2025-03-02,2025-03-03,Individual,North,East,Parcel,Express,385,1,Delivered,On Time
SHP01522,2025-03-02,2025-03-04,Individual,East,West,Parcel,Same Day,637,2,Delivered,On Time
SHP01703,2025-03-03,2025-03-06,Business,West,West,Document,Standard,266,3,Delivered,On Time
